Experiment ,Time,Model,Total forcing response,Temperature response 
CO2 emissions impulse,2187,AR5-IR,0.021709274,0.018668661
CO2 emissions impulse,2188,AR5-IR,0.021683205,0.018663103
CO2 emissions impulse,2189,AR5-IR,0.021657306,0.018657623
CO2 emissions impulse,2190,AR5-IR,0.021631572,0.018652216
CO2 emissions impulse,2191,AR5-IR,0.021606001,0.018646881
CO2 emissions impulse,2192,AR5-IR,0.021580589,0.018641615
CO2 emissions impulse,2193,AR5-IR,0.021555334,0.018636416
CO2 emissions impulse,2194,AR5-IR,0.021530233,0.018631283
CO2 emissions impulse,2195,AR5-IR,0.021505283,0.018626212
CO2 emissions impulse,2196,AR5-IR,0.021480481,0.018621202
CO2 emissions impulse,2197,AR5-IR,0.021455824,0.018616252
CO2 emissions impulse,2198,AR5-IR,0.02143131,0.018611358
CO2 emissions impulse,2199,AR5-IR,0.021406937,0.018606519
CO2 emissions impulse,2200,AR5-IR,0.021382701,0.018601734
CO2 emissions impulse,2201,AR5-IR,0.021358601,0.018597
CO2 emissions impulse,2202,AR5-IR,0.021334634,0.018592316
CO2 emissions impulse,2203,AR5-IR,0.021310798,0.01858768
CO2 emissions impulse,2204,AR5-IR,0.02128709,0.018583091
CO2 emissions impulse,2205,AR5-IR,0.021263509,0.018578547
CO2 emissions impulse,2206,AR5-IR,0.021240053,0.018574046
CO2 emissions impulse,2207,AR5-IR,0.021216718,0.018569588
CO2 emissions impulse,2208,AR5-IR,0.021193504,0.01856517
CO2 emissions impulse,2209,AR5-IR,0.021170408,0.018560791
CO2 emissions impulse,2210,AR5-IR,0.021147429,0.018556449
CO2 emissions impulse,2211,AR5-IR,0.021124564,0.018552145
CO2 emissions impulse,2212,AR5-IR,0.021101812,0.018547875
CO2 emissions impulse,2213,AR5-IR,0.021079171,0.018543639
CO2 emissions impulse,2214,AR5-IR,0.021056639,0.018539437
CO2 emissions impulse,2215,AR5-IR,0.021034215,0.018535265
CO2 emissions impulse,2216,AR5-IR,0.021011896,0.018531124
CO2 emissions impulse,2217,AR5-IR,0.020989682,0.018527013
CO2 emissions impulse,2218,AR5-IR,0.020967571,0.018522929
CO2 emissions impulse,2219,AR5-IR,0.020945561,0.018518873
CO2 emissions impulse,2220,AR5-IR,0.020923651,0.018514843
CO2 emissions impulse,2221,AR5-IR,0.020901839,0.018510838
CO2 emissions impulse,2222,AR5-IR,0.020880124,0.018506857
CO2 emissions impulse,2223,AR5-IR,0.020858505,0.0185029
CO2 emissions impulse,2224,AR5-IR,0.02083698,0.018498965
CO2 emissions impulse,2225,AR5-IR,0.020815548,0.018495051
CO2 emissions impulse,2226,AR5-IR,0.020794208,0.018491158
CO2 emissions impulse,2227,AR5-IR,0.020772958,0.018487285
CO2 emissions impulse,2228,AR5-IR,0.020751797,0.018483431
CO2 emissions impulse,2229,AR5-IR,0.020730724,0.018479595
CO2 emissions impulse,2230,AR5-IR,0.020709738,0.018475777
CO2 emissions impulse,2231,AR5-IR,0.020688838,0.018471975
CO2 emissions impulse,2232,AR5-IR,0.020668022,0.018468189
CO2 emissions impulse,2233,AR5-IR,0.020647291,0.018464419
CO2 emissions impulse,2234,AR5-IR,0.020626641,0.018460663
CO2 emissions impulse,2235,AR5-IR,0.020606073,0.018456921
CO2 emissions impulse,2236,AR5-IR,0.020585586,0.018453193
CO2 emissions impulse,2237,AR5-IR,0.020565178,0.018449478
CO2 emissions impulse,2238,AR5-IR,0.020544849,0.018445774
CO2 emissions impulse,2239,AR5-IR,0.020524597,0.018442082
CO2 emissions impulse,2240,AR5-IR,0.020504423,0.018438402
CO2 emissions impulse,2241,AR5-IR,0.020484324,0.018434731
CO2 emissions impulse,2242,AR5-IR,0.0204643,0.018431071
CO2 emissions impulse,2243,AR5-IR,0.02044435,0.01842742
CO2 emissions impulse,2244,AR5-IR,0.020424474,0.018423778
CO2 emissions impulse,2245,AR5-IR,0.02040467,0.018420145
CO2 emissions impulse,2246,AR5-IR,0.020384938,0.01841652
CO2 emissions impulse,2247,AR5-IR,0.020365277,0.018412902
CO2 emissions impulse,2248,AR5-IR,0.020345687,0.018409291
CO2 emissions impulse,2249,AR5-IR,0.020326166,0.018405687
CO2 emissions impulse,2250,AR5-IR,0.020306713,0.018402089
CO2 emissions impulse,2251,AR5-IR,0.020287329,0.018398498
CO2 emissions impulse,2252,AR5-IR,0.020268012,0.018394911
CO2 emissions impulse,2253,AR5-IR,0.020248762,0.01839133
CO2 emissions impulse,2254,AR5-IR,0.020229578,0.018387754
CO2 emissions impulse,2255,AR5-IR,0.02021046,0.018384182
CO2 emissions impulse,2256,AR5-IR,0.020191407,0.018380614
CO2 emissions impulse,2257,AR5-IR,0.020172417,0.01837705
CO2 emissions impulse,2258,AR5-IR,0.020153492,0.018373489
CO2 emissions impulse,2259,AR5-IR,0.020134629,0.018369931
CO2 emissions impulse,2260,AR5-IR,0.020115829,0.018366377
CO2 emissions impulse,2261,AR5-IR,0.020097091,0.018362824
CO2 emissions impulse,2262,AR5-IR,0.020078414,0.018359275
CO2 emissions impulse,2263,AR5-IR,0.020059799,0.018355727
CO2 emissions impulse,2264,AR5-IR,0.020041243,0.018352181
CO2 emissions impulse,2265,AR5-IR,0.020022748,0.018348636
CO2 emissions impulse,2266,AR5-IR,0.020004311,0.018345092
CO2 emissions impulse,2267,AR5-IR,0.019985934,0.01834155
CO2 emissions impulse,2268,AR5-IR,0.019967615,0.018338008
CO2 emissions impulse,2269,AR5-IR,0.019949354,0.018334467
CO2 emissions impulse,2270,AR5-IR,0.01993115,0.018330927
CO2 emissions impulse,2271,AR5-IR,0.019913004,0.018327386
CO2 emissions impulse,2272,AR5-IR,0.019894914,0.018323845
CO2 emissions impulse,2273,AR5-IR,0.01987688,0.018320305
CO2 emissions impulse,2274,AR5-IR,0.019858902,0.018316763
CO2 emissions impulse,2275,AR5-IR,0.019840979,0.018313221
CO2 emissions impulse,2276,AR5-IR,0.019823111,0.018309679
CO2 emissions impulse,2277,AR5-IR,0.019805297,0.018306135
CO2 emissions impulse,2278,AR5-IR,0.019787538,0.01830259
CO2 emissions impulse,2279,AR5-IR,0.019769832,0.018299045
CO2 emissions impulse,2280,AR5-IR,0.01975218,0.018295497
CO2 emissions impulse,2281,AR5-IR,0.019734581,0.018291948
CO2 emissions impulse,2282,AR5-IR,0.019717034,0.018288398
CO2 emissions impulse,2283,AR5-IR,0.01969954,0.018284845
CO2 emissions impulse,2284,AR5-IR,0.019682098,0.018281291
CO2 emissions impulse,2285,AR5-IR,0.019664707,0.018277735
CO2 emissions impulse,2286,AR5-IR,0.019647367,0.018274176
CO2 emissions impulse,2287,AR5-IR,0.019630079,0.018270616
CO2 emissions impulse,2288,AR5-IR,0.019612841,0.018267052
CO2 emissions impulse,2289,AR5-IR,0.019595653,0.018263487
CO2 emissions impulse,2290,AR5-IR,0.019578516,0.018259918
CO2 emissions impulse,2291,AR5-IR,0.019561428,0.018256347
CO2 emissions impulse,2292,AR5-IR,0.01954439,0.018252774
CO2 emissions impulse,2293,AR5-IR,0.0195274,0.018249197
CO2 emissions impulse,2294,AR5-IR,0.01951046,0.018245617
CO2 emissions impulse,2295,AR5-IR,0.019493568,0.018242035
CO2 emissions impulse,2296,AR5-IR,0.019476724,0.018238449
CO2 emissions impulse,2297,AR5-IR,0.019459928,0.01823486
CO2 emissions impulse,2298,AR5-IR,0.019443181,0.018231268
CO2 emissions impulse,2299,AR5-IR,0.01942648,0.018227673
CO2 emissions impulse,2300,AR5-IR,0.019409827,0.018224074
CO2 emissions impulse,2301,AR5-IR,0.019393221,0.018220472
CO2 emissions impulse,2302,AR5-IR,0.019376661,0.018216866
CO2 emissions impulse,2303,AR5-IR,0.019360148,0.018213257
CO2 emissions impulse,2304,AR5-IR,0.019343681,0.018209644
CO2 emissions impulse,2305,AR5-IR,0.019327261,0.018206027
CO2 emissions impulse,2306,AR5-IR,0.019310886,0.018202407
CO2 emissions impulse,2307,AR5-IR,0.019294556,0.018198783
CO2 emissions impulse,2308,AR5-IR,0.019278272,0.018195155
CO2 emissions impulse,2309,AR5-IR,0.019262033,0.018191523
CO2 emissions impulse,2310,AR5-IR,0.019245839,0.018187888
CO2 emissions impulse,2311,AR5-IR,0.019229689,0.018184249
CO2 emissions impulse,2312,AR5-IR,0.019213584,0.018180605
CO2 emissions impulse,2313,AR5-IR,0.019197523,0.018176958
CO2 emissions impulse,2314,AR5-IR,0.019181506,0.018173307
CO2 emissions impulse,2315,AR5-IR,0.019165534,0.018169652
CO2 emissions impulse,2010,MAGICC 6.0,0,0
CO2 emissions impulse,2011,MAGICC 6.0,0,0
CO2 emissions impulse,2012,MAGICC 6.0,0,0
CO2 emissions impulse,2013,MAGICC 6.0,0,0
CO2 emissions impulse,2014,MAGICC 6.0,0,0
CO2 emissions impulse,2015,MAGICC 6.0,0,0
CO2 emissions impulse,2016,MAGICC 6.0,0.0275432,0.00804444
CO2 emissions impulse,2017,MAGICC 6.0,0.0519152,0.0123407
CO2 emissions impulse,2018,MAGICC 6.0,0.0478044,0.0143033
CO2 emissions impulse,2019,MAGICC 6.0,0.0456386,0.0154439
CO2 emissions impulse,2020,MAGICC 6.0,0.0434578,0.01616
CO2 emissions impulse,2021,MAGICC 6.0,0.0416785,0.0166241
CO2 emissions impulse,2022,MAGICC 6.0,0.0401368,0.0169219
CO2 emissions impulse,2023,MAGICC 6.0,0.0387857,0.0171058
CO2 emissions impulse,2024,MAGICC 6.0,0.0375833,0.0172089
CO2 emissions impulse,2025,MAGICC 6.0,0.0365006,0.0172537
CO2 emissions impulse,2026,MAGICC 6.0,0.0355167,0.0172556
CO2 emissions impulse,2027,MAGICC 6.0,0.0346159,0.0172256
CO2 emissions impulse,2028,MAGICC 6.0,0.0337861,0.017172
CO2 emissions impulse,2029,MAGICC 6.0,0.0330178,0.0171006
CO2 emissions impulse,2030,MAGICC 6.0,0.0323034,0.017016
CO2 emissions impulse,2031,MAGICC 6.0,0.0316366,0.0169215
CO2 emissions impulse,2032,MAGICC 6.0,0.031013,0.0168201
CO2 emissions impulse,2033,MAGICC 6.0,0.0304291,0.0167139
CO2 emissions impulse,2034,MAGICC 6.0,0.0298807,0.0166042
CO2 emissions impulse,2035,MAGICC 6.0,0.0293643,0.0164925
CO2 emissions impulse,2036,MAGICC 6.0,0.0288772,0.0163798
CO2 emissions impulse,2037,MAGICC 6.0,0.0284167,0.0162667
CO2 emissions impulse,2038,MAGICC 6.0,0.0279805,0.0161537
CO2 emissions impulse,2039,MAGICC 6.0,0.0275667,0.0160415
CO2 emissions impulse,2040,MAGICC 6.0,0.0271736,0.0159303
CO2 emissions impulse,2041,MAGICC 6.0,0.0267995,0.0158205
CO2 emissions impulse,2042,MAGICC 6.0,0.0264437,0.0157123
CO2 emissions impulse,2043,MAGICC 6.0,0.0261057,0.0156062
CO2 emissions impulse,2044,MAGICC 6.0,0.025784,0.0155021
CO2 emissions impulse,2045,MAGICC 6.0,0.0254774,0.0154002
CO2 emissions impulse,2046,MAGICC 6.0,0.0251847,0.0153004
CO2 emissions impulse,2047,MAGICC 6.0,0.024905,0.0152028
CO2 emissions impulse,2048,MAGICC 6.0,0.0246361,0.0151069
CO2 emissions impulse,2049,MAGICC 6.0,0.0243811,0.0150142
CO2 emissions impulse,2050,MAGICC 6.0,0.0241403,0.0149246
CO2 emissions impulse,2051,MAGICC 6.0,0.0239099,0.0148376
CO2 emissions impulse,2052,MAGICC 6.0,0.0236908,0.0147535
CO2 emissions impulse,2053,MAGICC 6.0,0.0234834,0.0146724
CO2 emissions impulse,2054,MAGICC 6.0,0.023287,0.0145942
CO2 emissions impulse,2055,MAGICC 6.0,0.0231007,0.0145189
CO2 emissions impulse,2056,MAGICC 6.0,0.0229239,0.0144466
CO2 emissions impulse,2057,MAGICC 6.0,0.0227561,0.014377
CO2 emissions impulse,2058,MAGICC 6.0,0.0225966,0.0143102
CO2 emissions impulse,2059,MAGICC 6.0,0.0224449,0.014246
CO2 emissions impulse,2060,MAGICC 6.0,0.0223007,0.0141845
CO2 emissions impulse,2061,MAGICC 6.0,0.0221634,0.0141253
CO2 emissions impulse,2062,MAGICC 6.0,0.0220335,0.0140687
CO2 emissions impulse,2063,MAGICC 6.0,0.021911,0.0140146
CO2 emissions impulse,2064,MAGICC 6.0,0.0217953,0.0139631
CO2 emissions impulse,2065,MAGICC 6.0,0.0216863,0.013914
CO2 emissions impulse,2066,MAGICC 6.0,0.0215835,0.0138673
CO2 emissions impulse,2067,MAGICC 6.0,0.0214866,0.0138231
CO2 emissions impulse,2068,MAGICC 6.0,0.0213952,0.0137813
CO2 emissions impulse,2069,MAGICC 6.0,0.0213091,0.0137417
CO2 emissions impulse,2070,MAGICC 6.0,0.0212279,0.0137042
CO2 emissions impulse,2071,MAGICC 6.0,0.0211517,0.0136686
CO2 emissions impulse,2072,MAGICC 6.0,0.0210805,0.013635
CO2 emissions impulse,2073,MAGICC 6.0,0.0210148,0.0136035
CO2 emissions impulse,2074,MAGICC 6.0,0.0209543,0.0135739
CO2 emissions impulse,2075,MAGICC 6.0,0.0208987,0.0135465
CO2 emissions impulse,2076,MAGICC 6.0,0.0208478,0.0135212
CO2 emissions impulse,2077,MAGICC 6.0,0.0208013,0.0134979
CO2 emissions impulse,2078,MAGICC 6.0,0.0207591,0.0134765
CO2 emissions impulse,2079,MAGICC 6.0,0.0207291,0.0134591
CO2 emissions impulse,2080,MAGICC 6.0,0.0207099,0.0134451
CO2 emissions impulse,2081,MAGICC 6.0,0.0206928,0.013433
CO2 emissions impulse,2082,MAGICC 6.0,0.020675,0.0134222
CO2 emissions impulse,2083,MAGICC 6.0,0.0206545,0.013412
CO2 emissions impulse,2084,MAGICC 6.0,0.020632,0.0134023
CO2 emissions impulse,2085,MAGICC 6.0,0.0206077,0.0133928
CO2 emissions impulse,2086,MAGICC 6.0,0.0205818,0.0133834
CO2 emissions impulse,2087,MAGICC 6.0,0.0205548,0.0133742
CO2 emissions impulse,2088,MAGICC 6.0,0.0205267,0.0133649
CO2 emissions impulse,2089,MAGICC 6.0,0.0204978,0.0133556
CO2 emissions impulse,2090,MAGICC 6.0,0.020468,0.0133462
CO2 emissions impulse,2091,MAGICC 6.0,0.0204378,0.0133369
CO2 emissions impulse,2092,MAGICC 6.0,0.020407,0.0133275
CO2 emissions impulse,2093,MAGICC 6.0,0.0203759,0.0133179
CO2 emissions impulse,2094,MAGICC 6.0,0.0203444,0.0133083
CO2 emissions impulse,2095,MAGICC 6.0,0.0203127,0.0132987
CO2 emissions impulse,2096,MAGICC 6.0,0.0202808,0.013289
CO2 emissions impulse,2097,MAGICC 6.0,0.0202488,0.0132793
CO2 emissions impulse,2098,MAGICC 6.0,0.0202168,0.0132696
CO2 emissions impulse,2099,MAGICC 6.0,0.0201846,0.0132598
CO2 emissions impulse,2100,MAGICC 6.0,0.0201526,0.0132501
CO2 emissions impulse,2101,MAGICC 6.0,0.0201205,0.0132402
CO2 emissions impulse,2102,MAGICC 6.0,0.0200895,0.0132308
CO2 emissions impulse,2103,MAGICC 6.0,0.0200604,0.0132217
CO2 emissions impulse,2104,MAGICC 6.0,0.020033,0.013213
CO2 emissions impulse,2105,MAGICC 6.0,0.0200072,0.0132049
CO2 emissions impulse,2106,MAGICC 6.0,0.0199829,0.0131972
CO2 emissions impulse,2107,MAGICC 6.0,0.01996,0.0131901
CO2 emissions impulse,2108,MAGICC 6.0,0.0199385,0.0131834
CO2 emissions impulse,2109,MAGICC 6.0,0.0199183,0.0131772
CO2 emissions impulse,2110,MAGICC 6.0,0.0198993,0.0131715
CO2 emissions impulse,2111,MAGICC 6.0,0.0198814,0.0131663
CO2 emissions impulse,2112,MAGICC 6.0,0.0198644,0.0131615
CO2 emissions impulse,2113,MAGICC 6.0,0.0198481,0.0131571
CO2 emissions impulse,2114,MAGICC 6.0,0.0198323,0.0131531
CO2 emissions impulse,2115,MAGICC 6.0,0.0198173,0.0131494
CO2 emissions impulse,2116,MAGICC 6.0,0.0198028,0.0131459
CO2 emissions impulse,2117,MAGICC 6.0,0.019789,0.0131429
CO2 emissions impulse,2118,MAGICC 6.0,0.0197758,0.0131401
CO2 emissions impulse,2119,MAGICC 6.0,0.0197632,0.0131376
CO2 emissions impulse,2120,MAGICC 6.0,0.0197512,0.0131354
CO2 emissions impulse,2121,MAGICC 6.0,0.0197398,0.0131335
CO2 emissions impulse,2122,MAGICC 6.0,0.0197286,0.0131318
CO2 emissions impulse,2123,MAGICC 6.0,0.0197173,0.0131302
CO2 emissions impulse,2124,MAGICC 6.0,0.0197058,0.0131286
CO2 emissions impulse,2125,MAGICC 6.0,0.0196943,0.0131272
CO2 emissions impulse,2126,MAGICC 6.0,0.0196828,0.0131259
CO2 emissions impulse,2127,MAGICC 6.0,0.0196714,0.0131246
CO2 emissions impulse,2128,MAGICC 6.0,0.0196599,0.0131234
CO2 emissions impulse,2129,MAGICC 6.0,0.0196486,0.0131222
CO2 emissions impulse,2130,MAGICC 6.0,0.0196373,0.0131211
CO2 emissions impulse,2131,MAGICC 6.0,0.0196261,0.01312
CO2 emissions impulse,2132,MAGICC 6.0,0.0196149,0.013119
CO2 emissions impulse,2133,MAGICC 6.0,0.0196037,0.0131179
CO2 emissions impulse,2134,MAGICC 6.0,0.0195925,0.013117
CO2 emissions impulse,2135,MAGICC 6.0,0.0195814,0.0131161
CO2 emissions impulse,2136,MAGICC 6.0,0.0195702,0.0131151
CO2 emissions impulse,2137,MAGICC 6.0,0.0195591,0.0131142
CO2 emissions impulse,2138,MAGICC 6.0,0.0195481,0.0131133
CO2 emissions impulse,2139,MAGICC 6.0,0.0195372,0.0131125
CO2 emissions impulse,2140,MAGICC 6.0,0.0195263,0.0131116
CO2 emissions impulse,2141,MAGICC 6.0,0.0195156,0.0131107
CO2 emissions impulse,2142,MAGICC 6.0,0.0195048,0.01311
CO2 emissions impulse,2143,MAGICC 6.0,0.0194942,0.0131092
CO2 emissions impulse,2144,MAGICC 6.0,0.0194837,0.0131085
CO2 emissions impulse,2145,MAGICC 6.0,0.0194733,0.0131077
CO2 emissions impulse,2146,MAGICC 6.0,0.0194631,0.0131071
CO2 emissions impulse,2147,MAGICC 6.0,0.0194529,0.0131064
CO2 emissions impulse,2148,MAGICC 6.0,0.0194428,0.0131058
CO2 emissions impulse,2149,MAGICC 6.0,0.0194328,0.0131052
CO2 emissions impulse,2150,MAGICC 6.0,0.0194225,0.0131046
CO2 emissions impulse,2151,MAGICC 6.0,0.0194115,0.0131038
CO2 emissions impulse,2152,MAGICC 6.0,0.0194003,0.0131029
CO2 emissions impulse,2153,MAGICC 6.0,0.0193888,0.0131019
CO2 emissions impulse,2154,MAGICC 6.0,0.0193773,0.0131009
CO2 emissions impulse,2155,MAGICC 6.0,0.0193656,0.0130998
CO2 emissions impulse,2156,MAGICC 6.0,0.019354,0.0130986
CO2 emissions impulse,2157,MAGICC 6.0,0.0193423,0.0130973
CO2 emissions impulse,2158,MAGICC 6.0,0.0193308,0.0130961
CO2 emissions impulse,2159,MAGICC 6.0,0.0193192,0.0130949
CO2 emissions impulse,2160,MAGICC 6.0,0.0193076,0.0130936
CO2 emissions impulse,2161,MAGICC 6.0,0.0192961,0.0130923
CO2 emissions impulse,2162,MAGICC 6.0,0.0192846,0.013091
CO2 emissions impulse,2163,MAGICC 6.0,0.0192732,0.0130896
CO2 emissions impulse,2164,MAGICC 6.0,0.0192618,0.0130883
CO2 emissions impulse,2165,MAGICC 6.0,0.0192506,0.0130869
CO2 emissions impulse,2166,MAGICC 6.0,0.0192394,0.0130856
CO2 emissions impulse,2167,MAGICC 6.0,0.0192281,0.0130842
CO2 emissions impulse,2168,MAGICC 6.0,0.0192171,0.0130828
CO2 emissions impulse,2169,MAGICC 6.0,0.019206,0.0130815
CO2 emissions impulse,2170,MAGICC 6.0,0.019195,0.0130801
CO2 emissions impulse,2171,MAGICC 6.0,0.0191841,0.0130787
CO2 emissions impulse,2172,MAGICC 6.0,0.0191732,0.0130774
CO2 emissions impulse,2173,MAGICC 6.0,0.0191624,0.0130761
CO2 emissions impulse,2174,MAGICC 6.0,0.0191516,0.0130746
CO2 emissions impulse,2175,MAGICC 6.0,0.0191408,0.0130732
CO2 emissions impulse,2176,MAGICC 6.0,0.0191302,0.0130719
CO2 emissions impulse,2177,MAGICC 6.0,0.0191196,0.0130705
CO2 emissions impulse,2178,MAGICC 6.0,0.019109,0.0130691
CO2 emissions impulse,2179,MAGICC 6.0,0.0190984,0.0130677
CO2 emissions impulse,2180,MAGICC 6.0,0.019088,0.0130664
CO2 emissions impulse,2181,MAGICC 6.0,0.0190776,0.0130649
CO2 emissions impulse,2182,MAGICC 6.0,0.0190672,0.0130635
CO2 emissions impulse,2183,MAGICC 6.0,0.0190569,0.0130622
CO2 emissions impulse,2184,MAGICC 6.0,0.0190465,0.0130608
CO2 emissions impulse,2185,MAGICC 6.0,0.0190363,0.0130594
CO2 emissions impulse,2186,MAGICC 6.0,0.0190261,0.013058
CO2 emissions impulse,2187,MAGICC 6.0,0.0190159,0.0130565
CO2 emissions impulse,2188,MAGICC 6.0,0.0190057,0.0130552
CO2 emissions impulse,2189,MAGICC 6.0,0.0189957,0.0130537
CO2 emissions impulse,2190,MAGICC 6.0,0.0189856,0.0130523
CO2 emissions impulse,2191,MAGICC 6.0,0.0189756,0.0130509
CO2 emissions impulse,2192,MAGICC 6.0,0.0189657,0.0130495
CO2 emissions impulse,2193,MAGICC 6.0,0.0189557,0.0130481
CO2 emissions impulse,2194,MAGICC 6.0,0.0189458,0.0130467
CO2 emissions impulse,2195,MAGICC 6.0,0.0189358,0.0130452
CO2 emissions impulse,2196,MAGICC 6.0,0.018926,0.0130438
CO2 emissions impulse,2197,MAGICC 6.0,0.0189162,0.0130423
CO2 emissions impulse,2198,MAGICC 6.0,0.0189063,0.0130409
CO2 emissions impulse,2199,MAGICC 6.0,0.0188966,0.0130394
CO2 emissions impulse,2200,MAGICC 6.0,0.0188869,0.013038
CO2 emissions impulse,2201,MAGICC 6.0,0.0188772,0.0130365
CO2 emissions impulse,2202,MAGICC 6.0,0.0188676,0.0130351
CO2 emissions impulse,2203,MAGICC 6.0,0.0188579,0.0130336
CO2 emissions impulse,2204,MAGICC 6.0,0.0188482,0.0130321
CO2 emissions impulse,2205,MAGICC 6.0,0.0188387,0.0130306
CO2 emissions impulse,2206,MAGICC 6.0,0.0188292,0.0130292
CO2 emissions impulse,2207,MAGICC 6.0,0.0188196,0.0130277
CO2 emissions impulse,2208,MAGICC 6.0,0.0188101,0.0130261
CO2 emissions impulse,2209,MAGICC 6.0,0.0188006,0.0130246
CO2 emissions impulse,2210,MAGICC 6.0,0.0187911,0.0130231
CO2 emissions impulse,2211,MAGICC 6.0,0.0187817,0.0130216
CO2 emissions impulse,2212,MAGICC 6.0,0.0187723,0.0130201
CO2 emissions impulse,2213,MAGICC 6.0,0.0187629,0.0130185
CO2 emissions impulse,2214,MAGICC 6.0,0.0187536,0.013017
CO2 emissions impulse,2215,MAGICC 6.0,0.0187442,0.0130154
CO2 emissions impulse,2216,MAGICC 6.0,0.0187349,0.0130139
CO2 emissions impulse,2217,MAGICC 6.0,0.0187256,0.0130123
CO2 emissions impulse,2218,MAGICC 6.0,0.0187163,0.0130107
CO2 emissions impulse,2219,MAGICC 6.0,0.0187071,0.0130091
CO2 emissions impulse,2220,MAGICC 6.0,0.0186978,0.0130075
CO2 emissions impulse,2221,MAGICC 6.0,0.0186886,0.013006
CO2 emissions impulse,2222,MAGICC 6.0,0.0186795,0.0130043
CO2 emissions impulse,2223,MAGICC 6.0,0.0186703,0.0130028
CO2 emissions impulse,2224,MAGICC 6.0,0.0186611,0.0130012
CO2 emissions impulse,2225,MAGICC 6.0,0.018652,0.0129995
CO2 emissions impulse,2226,MAGICC 6.0,0.0186429,0.0129979
CO2 emissions impulse,2227,MAGICC 6.0,0.0186338,0.0129962
CO2 emissions impulse,2228,MAGICC 6.0,0.0186247,0.0129946
CO2 emissions impulse,2229,MAGICC 6.0,0.0186156,0.0129929
CO2 emissions impulse,2230,MAGICC 6.0,0.0186066,0.0129913
CO2 emissions impulse,2231,MAGICC 6.0,0.0185976,0.0129897
CO2 emissions impulse,2232,MAGICC 6.0,0.0185886,0.012988
CO2 emissions impulse,2233,MAGICC 6.0,0.0185797,0.0129863
CO2 emissions impulse,2234,MAGICC 6.0,0.0185707,0.0129846
CO2 emissions impulse,2235,MAGICC 6.0,0.0185617,0.0129829
CO2 emissions impulse,2236,MAGICC 6.0,0.0185528,0.0129812
CO2 emissions impulse,2237,MAGICC 6.0,0.0185438,0.0129794
CO2 emissions impulse,2238,MAGICC 6.0,0.018535,0.0129777
CO2 emissions impulse,2239,MAGICC 6.0,0.0185261,0.0129759
CO2 emissions impulse,2240,MAGICC 6.0,0.0185172,0.0129743
CO2 emissions impulse,2241,MAGICC 6.0,0.0185083,0.0129725
CO2 emissions impulse,2242,MAGICC 6.0,0.0184995,0.0129708
CO2 emissions impulse,2243,MAGICC 6.0,0.0184907,0.0129689
CO2 emissions impulse,2244,MAGICC 6.0,0.0184819,0.0129672
CO2 emissions impulse,2245,MAGICC 6.0,0.0184731,0.0129654
CO2 emissions impulse,2246,MAGICC 6.0,0.0184644,0.0129636
CO2 emissions impulse,2247,MAGICC 6.0,0.0184556,0.0129618
CO2 emissions impulse,2248,MAGICC 6.0,0.0184469,0.0129601
CO2 emissions impulse,2249,MAGICC 6.0,0.0184381,0.0129583
CO2 emissions impulse,2250,MAGICC 6.0,0.0184338,0.0129577
CO2 emissions impulse,2251,MAGICC 6.0,0.0184338,0.0129581
CO2 emissions impulse,2252,MAGICC 6.0,0.0184338,0.0129588
CO2 emissions impulse,2253,MAGICC 6.0,0.0184338,0.0129598
CO2 emissions impulse,2254,MAGICC 6.0,0.0184338,0.0129612
CO2 emissions impulse,2255,MAGICC 6.0,0.0184338,0.0129626
CO2 emissions impulse,2256,MAGICC 6.0,0.0184338,0.0129642
CO2 emissions impulse,2257,MAGICC 6.0,0.0184338,0.012966
CO2 emissions impulse,2258,MAGICC 6.0,0.0184338,0.0129677
CO2 emissions impulse,2259,MAGICC 6.0,0.0184338,0.0129696
CO2 emissions impulse,2260,MAGICC 6.0,0.0184338,0.0129716
CO2 emissions impulse,2261,MAGICC 6.0,0.0184338,0.0129736
CO2 emissions impulse,2262,MAGICC 6.0,0.0184338,0.0129757
CO2 emissions impulse,2263,MAGICC 6.0,0.0184338,0.0129778
CO2 emissions impulse,2264,MAGICC 6.0,0.0184338,0.01298
CO2 emissions impulse,2265,MAGICC 6.0,0.0184338,0.0129821
CO2 emissions impulse,2266,MAGICC 6.0,0.0184338,0.0129844
CO2 emissions impulse,2267,MAGICC 6.0,0.0184338,0.0129867
CO2 emissions impulse,2268,MAGICC 6.0,0.0184338,0.012989
CO2 emissions impulse,2269,MAGICC 6.0,0.0184338,0.0129913
CO2 emissions impulse,2270,MAGICC 6.0,0.0184338,0.0129937
CO2 emissions impulse,2271,MAGICC 6.0,0.0184338,0.0129961
CO2 emissions impulse,2272,MAGICC 6.0,0.0184338,0.0129984
CO2 emissions impulse,2273,MAGICC 6.0,0.0184338,0.0130009
CO2 emissions impulse,2274,MAGICC 6.0,0.0184338,0.0130033
CO2 emissions impulse,2275,MAGICC 6.0,0.0184338,0.0130057
CO2 emissions impulse,2276,MAGICC 6.0,0.0184338,0.0130082
CO2 emissions impulse,2277,MAGICC 6.0,0.0184338,0.0130106
CO2 emissions impulse,2278,MAGICC 6.0,0.0184338,0.0130132
CO2 emissions impulse,2279,MAGICC 6.0,0.0184338,0.0130156
CO2 emissions impulse,2280,MAGICC 6.0,0.0184338,0.0130181
CO2 emissions impulse,2281,MAGICC 6.0,0.0184338,0.0130206
