Experiment,Time,Model,CO2 concentration response ,Total forcing response,Temperature response 
BC emissions impulse,2255,AR5-IR,NA,1.02E-18,0.000345728
BC emissions impulse,2256,AR5-IR,NA,-1.28E-18,0.000344885
BC emissions impulse,2257,AR5-IR,NA,4.29E-18,0.000344043
BC emissions impulse,2258,AR5-IR,NA,-1.00E-18,0.000343204
BC emissions impulse,2259,AR5-IR,NA,-1.97E-18,0.000342367
BC emissions impulse,2260,AR5-IR,NA,-4.79E-18,0.000341532
BC emissions impulse,2261,AR5-IR,NA,-2.42E-18,0.000340699
BC emissions impulse,2262,AR5-IR,NA,-3.90E-20,0.000339868
BC emissions impulse,2263,AR5-IR,NA,1.32E-18,0.000339039
BC emissions impulse,2264,AR5-IR,NA,-4.20E-18,0.000338212
BC emissions impulse,2265,AR5-IR,NA,3.63E-18,0.000337387
BC emissions impulse,2266,AR5-IR,NA,4.24E-18,0.000336564
BC emissions impulse,2267,AR5-IR,NA,-1.24E-18,0.000335744
BC emissions impulse,2268,AR5-IR,NA,2.63E-18,0.000334925
BC emissions impulse,2269,AR5-IR,NA,2.79E-18,0.000334108
BC emissions impulse,2270,AR5-IR,NA,8.46E-19,0.000333293
BC emissions impulse,2271,AR5-IR,NA,-7.07E-20,0.00033248
BC emissions impulse,2272,AR5-IR,NA,-9.94E-19,0.000331669
BC emissions impulse,2273,AR5-IR,NA,-2.79E-18,0.00033086
BC emissions impulse,2274,AR5-IR,NA,-3.19E-18,0.000330053
BC emissions impulse,2275,AR5-IR,NA,4.70E-18,0.000329248
BC emissions impulse,2276,AR5-IR,NA,4.05E-18,0.000328445
BC emissions impulse,2277,AR5-IR,NA,1.08E-17,0.000327644
BC emissions impulse,2278,AR5-IR,NA,3.06E-18,0.000326845
BC emissions impulse,2279,AR5-IR,NA,-9.67E-19,0.000326048
BC emissions impulse,2280,AR5-IR,NA,1.81E-18,0.000325252
BC emissions impulse,2281,AR5-IR,NA,-7.87E-18,0.000324459
BC emissions impulse,2282,AR5-IR,NA,4.24E-18,0.000323668
BC emissions impulse,2283,AR5-IR,NA,-1.43E-18,0.000322878
BC emissions impulse,2284,AR5-IR,NA,1.26E-17,0.000322091
BC emissions impulse,2285,AR5-IR,NA,4.02E-18,0.000321305
BC emissions impulse,2286,AR5-IR,NA,-2.32E-18,0.000320522
BC emissions impulse,2287,AR5-IR,NA,5.12E-18,0.00031974
BC emissions impulse,2288,AR5-IR,NA,3.43E-18,0.00031896
BC emissions impulse,2289,AR5-IR,NA,-3.89E-18,0.000318182
BC emissions impulse,2290,AR5-IR,NA,1.32E-17,0.000317406
BC emissions impulse,2291,AR5-IR,NA,-2.94E-18,0.000316632
BC emissions impulse,2292,AR5-IR,NA,-9.94E-19,0.00031586
BC emissions impulse,2293,AR5-IR,NA,1.99E-17,0.000315089
BC emissions impulse,2294,AR5-IR,NA,3.44E-18,0.000314321
BC emissions impulse,2295,AR5-IR,NA,4.17E-18,0.000313554
BC emissions impulse,2296,AR5-IR,NA,-3.20E-18,0.000312789
BC emissions impulse,2297,AR5-IR,NA,-1.02E-17,0.000312026
BC emissions impulse,2298,AR5-IR,NA,-3.71E-18,0.000311265
BC emissions impulse,2299,AR5-IR,NA,4.48E-18,0.000310506
BC emissions impulse,2300,AR5-IR,NA,1.70E-18,0.000309749
BC emissions impulse,2301,AR5-IR,NA,-3.77E-18,0.000308993
BC emissions impulse,2302,AR5-IR,NA,2.03E-17,0.00030824
BC emissions impulse,2303,AR5-IR,NA,-2.36E-18,0.000307488
BC emissions impulse,2304,AR5-IR,NA,-2.44E-18,0.000306738
BC emissions impulse,2305,AR5-IR,NA,5.75E-17,0.00030599
BC emissions impulse,2306,AR5-IR,NA,1.47E-18,0.000305243
BC emissions impulse,2307,AR5-IR,NA,6.30E-18,0.000304499
BC emissions impulse,2308,AR5-IR,NA,5.77E-17,0.000303756
BC emissions impulse,2309,AR5-IR,NA,1.18E-17,0.000303015
BC emissions impulse,2310,AR5-IR,NA,2.97E-17,0.000302276
BC emissions impulse,2311,AR5-IR,NA,2.33E-16,0.000301539
BC emissions impulse,2312,AR5-IR,NA,3.88E-17,0.000300804
BC emissions impulse,2313,AR5-IR,NA,2.22E-17,0.00030007
BC emissions impulse,2314,AR5-IR,NA,2.31E-15,0.000299338
