111,,,DO NOT CHANGE(other than pasting in a new reference scenario.),,,,,,,,,,,,,,,,,,
BCOC-Red,,,,,,,,,,,,,,,,,,,,,
,,,This is used as the base emissions for Ref cases,,,,,,,,,,,,,,,,,,
,Fos CO2,CO2NetLandUse,CH4,N2O,SOXreg1,SOXreg2,SOXreg3,CF4,C2F6,HFC125,HFC134a,HFC143a,HFC227ea,HFC245ca,SF6,NOx,NMVOCs,CO,BC,OC,
Year,(Pg C),(Pg C),(Tg),(Tg N),(Tg S),(Tg S),(Tg S),(kton),(kton),(kton),(kton),(kton),(kton),(kton),(kton),(Mt N),(Mt),(Mt),(Gg),(Gg),blank line
2117,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2118,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2119,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2120,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2121,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2122,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2123,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2124,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2125,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2126,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2127,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2128,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2129,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2130,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2131,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2132,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2133,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2134,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2135,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2136,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2137,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2138,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2139,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2140,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2141,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2142,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2143,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2144,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2145,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2146,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2147,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2148,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2149,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2150,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2151,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2152,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2153,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2154,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2155,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2156,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2157,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2158,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2159,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2160,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2161,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2162,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2163,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2164,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2165,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2166,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2167,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2168,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2169,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2170,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2171,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2172,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2173,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2174,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2175,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2176,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2177,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2178,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2179,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2180,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2181,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2182,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2183,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2184,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2185,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2186,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2187,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2188,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2189,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2190,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2191,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2192,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2193,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2194,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2195,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2196,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2197,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2198,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2199,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2200,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2201,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2202,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2203,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2204,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2205,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2206,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2207,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2208,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2209,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2210,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2211,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2212,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2213,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2214,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2215,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2216,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2217,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2218,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2219,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2220,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2221,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2222,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2223,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2224,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2225,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2226,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2227,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2228,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2229,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2230,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2231,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2232,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2233,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2234,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2235,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2236,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2237,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2238,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2239,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2240,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2241,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2242,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2243,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2244,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2245,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2246,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
2247,9.23945,0.6257,329.0264,8.0518,10.9,35.2983,12.5145,9.5251,1.97605,24.2043,166.0834,15.91475,3.4062,70.30345,4.0791,36.7129,201.1851,1014.3863,31925.2,32386.35,
